job title,agency,department,location,salary,search_keyword,extracted_salary
Management and Program Analyst,National Oceanic and Atmospheric Administration,Department of Commerce,"Silver Spring, Maryland
                    Silver Spring, Maryland","Starting at $112,015 Per Year (GS 13)",Business Analyst,112015
Management and Program Analyst,National Oceanic and Atmospheric Administration,Department of Commerce,"Silver Spring, Maryland
                    Silver Spring, Maryland","Starting at $112,015 Per Year (GS 13)",Business Analyst,112015
Management & Program Analyst,Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $98,496 Per Year (GS 13)",Business Analyst,98496
COMPUTER SCIENTIST (DATA SCIENTIST/ DATA ANALYST),Defense Counterintelligence and Security Agency,Department of Defense,Multiple Locations,"Starting at $123,437 Per Year (GG 13)",Business Analyst,123437
INFORMATION TECHNOLOGY SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,Department of the Air Force,"Jefferson Barracks, Missouri
                    Jefferson Barracks, Missouri","Starting at $70,649 Per Year (GS 11)",Business Analyst,70649
INFORMATION TECHNOLOGY SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,Department of the Air Force,"Jefferson Barracks, Missouri
                    Jefferson Barracks, Missouri","Starting at $70,649 Per Year (GS 11)",Business Analyst,70649
Project Manager (Interdisciplinary),U.S. Army Corps of Engineers,Department of the Army,"Louisville, Kentucky
                    Louisville, Kentucky","Starting at $82,830 Per Year (GS 12)",Business Analyst,82830
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GS 13)",Business Analyst,98496
Acting Supervisory Management & Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Multiple Locations,"Starting at $117,518 Per Year (GS 15)",Business Analyst,117518
Operations Research Analyst,Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $116,393 Per Year (GS 14)",Business Analyst,116393
Operations Research Analyst (Hiring Bonus Eligible),Field Operating Offices of the Office of the Secretary of the Army,Department of the Army,"Fort Huachuca, Arizona
                    Fort Huachuca, Arizona","Starting at $47,457 Per Year (GS 7)",Business Analyst,47457
Criminal Investigator (CS),Internal Revenue Service,Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 14)",Business Analyst,132368
Management Analyst,Veterans Benefits Administration,Department of Veterans Affairs,Multiple Locations,"Starting at $71,099 Per Year (GS 12-13)",Business Analyst,71099
Program Analyst,Assistant Secretary for Housing-Federal Housing Commissioner,Department of Housing and Urban Development,"Chicago, Illinois
                    Chicago, Illinois","Starting at $92,279 Per Year (GS 12-13)",Business Analyst,92279
Program Analyst,Assistant Secretary for Housing-Federal Housing Commissioner,Department of Housing and Urban Development,"Chicago, Illinois
                    Chicago, Illinois","Starting at $92,279 Per Year (GS 12-13)",Business Analyst,92279
Accountant,Bonneville Power Administration,Department of Energy,"Portland, Oregon
                    Portland, Oregon","Starting at $105,666 Per Year (GS 13)",Business Analyst,105666
Accountant,Bonneville Power Administration,Department of Energy,"Portland, Oregon
                    Portland, Oregon","Starting at $105,666 Per Year (GS 13)",Business Analyst,105666
"Management and Program Analyst (CYBER), GS-0343-13",U.S. Coast Guard,Department of Homeland Security,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13)",Business Analyst,112015
Supervisory Program Analyst (Informatics),Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GS 13)",Business Analyst,98496
BUDGET ANALYST,Defense Threat Reduction Agency,Department of Defense,Multiple Locations,"Starting at $57,672 Per Year (GS 9-13)",Business Analyst,57672
"Supervisory Public Health Analyst, Policy Branch Chief - PD 23R134 - HIV/AIDS Bureau",Health Resources and Services Administration,Department of Health and Human Services,"Rockville, Maryland
                    Rockville, Maryland","Starting at $132,368 Per Year (GS 14)",Business Analyst,132368
Program Analyst,Federal Emergency Management Agency,Department of Homeland Security,"Cambridge, Massachusetts
                    Cambridge, Massachusetts","Starting at $93,175 Per Year (IC 12-13)",Business Analyst,93175
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Knoxville, Tennessee
                    Knoxville, Tennessee","Starting at $46,696 Per Year (GS 7-9)",Business Analyst,46696
MANAGEMENT AND PROGRAM ANALYST,Federal Trade Commission,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13)",Business Analyst,112015
MANAGEMENT AND PROGRAM ANALYST,Customs and Border Protection,Department of Homeland Security,"Tucson, Arizona
                    Tucson, Arizona","Starting at $70,234 Per Year (GS 11-12)",Business Analyst,70234
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Shreveport, Louisiana
                    Shreveport, Louisiana","Starting at $82,830 Per Year (GS 12)",Business Analyst,82830
Program (Policy) Analyst,Pretrial Services Agency,Court Services and Offender Supervision Agency for DC,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $112,015 Per Year (GS 13)",Business Analyst,112015
Support Services Specialist (Facilities Management Consultant) (12 Month Register) (Amended),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $46,696 Per Year (GS 7-11)",Business Analyst,46696
BUDGET ANALYST (RECRUITMENT INCENTIVE),Army National Guard Units,Department of the Army,"Colchester, Vermont
                    Colchester, Vermont","Starting at $70,180 Per Year (GS 11)",Business Analyst,70180
Program Analyst,Department of Defense Education Activity,Department of Defense,"Alexandria, Virginia
                    Alexandria, Virginia","Starting at $78,592 Per Year (GS 11-13)",Business Analyst,78592
Supervisory Management and Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $116,393 Per Year (GS 14)",Business Analyst,116393
Management and Program Analyst,Cybersecurity and Infrastructure Security Agency,Department of Homeland Security,"Kansas City, Missouri
                    Kansas City, Missouri","Starting at $99,916 Per Year (GS 13)",Business Analyst,99916
Management & Program Analyst,Board of Veterans' Appeals,Department of Veterans Affairs,"District of Columbia, District of Columbia
                    District of Columbia, District of Columbia","Starting at $132,368 Per Year (GS 14)",Business Analyst,132368
Management and Program Analyst,Cybersecurity and Infrastructure Security Agency,Department of Homeland Security,"Kansas City, Missouri
                    Kansas City, Missouri","Starting at $99,916 Per Year (GS 13)",Business Analyst,99916
Management Analyst,Veterans Benefits Administration,Department of Veterans Affairs,"Winston-Salem, North Carolina
                    Winston-Salem, North Carolina","Starting at $82,830 Per Year (GS 12)",Business Analyst,82830
Management Analyst,Veterans Benefits Administration,Department of Veterans Affairs,Multiple Locations,"Starting at $71,099 Per Year (GS 12-13)",Business Analyst,71099
Supervisory Management & Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Atlanta, Georgia
                    Atlanta, Georgia","Starting at $104,008 Per Year (GS 13)",Business Analyst,104008
Program Analyst,Office of Personnel Management,Other Agencies and Independent Organizations,"Rockville, Maryland
                    Rockville, Maryland","Starting at $112,015 Per Year (GS 13)",Business Analyst,112015
"MEF PREVENTION ANALYST- 3RD MARINE LOGISTICS GROUP, NF-04/RFT, CAMP KINSER, OKINAWA, JAPAN",U.S. Marine Corps,Department of the Navy,"Camp Foster, Japan
                    Camp Foster, Japan",Starting at $35.03 Per Hour (NF 04),Business Analyst,67200
PROCUREMENT ANALYST,Defense Counterintelligence and Security Agency,Department of Defense,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GG 13)",Business Analyst,98496
TELECOMMUNICATIONS SPECIALIST (RADIO TECH),Army National Guard Units,Department of the Army,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $63,736 Per Year (GS 9-11)",Business Analyst,63736
Attorney Advisor,Patent and Trademark Office,Department of Commerce,"Alexandria, Virginia
                    Alexandria, Virginia",Starting at $0 Without Compensation (GS 12-15),Business Analyst,0
Program Analyst (12 Month Roster),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $57,118 Per Year (GS 9-11)",Business Analyst,57118
Amended Management and Program Assistant (12 MONTH ROSTER),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $37,696 Per Year (GS 5-7)",Business Analyst,37696
Management and Program Assistant (12 MONTH REGISTER),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $37,696 Per Year (GS 5-7)",Business Analyst,37696
Intelligence Operations Specialist,Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $117,639 Per Year (FV J)",Business Analyst,117639
Intelligence Operations Specialist,Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $117,639 Per Year (FV J)",Business Analyst,117639
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Louisville, Kentucky
                    Louisville, Kentucky","Starting at $57,118 Per Year (GS 9-11)",Business Analyst,57118
Health System Specialist- System Redesign Coordinator,Veterans Health Administration,Department of Veterans Affairs,"Milwaukee, Wisconsin
                    Milwaukee, Wisconsin","Starting at $86,556 Per Year (GS 12)",Business Analyst,86556
Supervisory Management and Program Analyst,National Oceanic and Atmospheric Administration,Department of Commerce,"Silver Spring, Maryland
                    Silver Spring, Maryland","Starting at $155,700 Per Year (ZA 5)",Business Analyst,155700
Budget Analyst,U.S. Fish and Wildlife Service,Department of the Interior,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Business Analyst,46696
Program Analyst (Internal Controls),Bureau of Safety and Environmental Enforcement,Department of the Interior,"Sterling, Virginia
                    Sterling, Virginia","Starting at $78,592 Per Year (GS 11-13)",Business Analyst,78592
Operations Research Analyst,Citizenship and Immigration Services,Department of Homeland Security,Anywhere in the U.S. (remote job),"Starting at $84,546 Per Year (GS 13-14)",Business Analyst,84546
Management and Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12)",Business Analyst,82830
Supervisory Management & Program Analyst,"Executive Director, Office of Acquisition and Logistics",Department of Veterans Affairs,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $155,700 Per Year (GS 15)",Business Analyst,155700
